LCCS,artificial,sol_nu_tot,bois_total,agricol_to,espace_ouv,eau_perman,layer,path
"10",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"10",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"40",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"10",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"10",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"60",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"40",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"30",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"190",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"10",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"130",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"10",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"10",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"60",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"190",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"10",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"190",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"10",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"10",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"130",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"10",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"60",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"190",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"130",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"60",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"130",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"30",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"190",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"10",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"130",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"130",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"195",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"60",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"195",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"190",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"10",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"10",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"195",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"10",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"60",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"130",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"110",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"60",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"60",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"190",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"10",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"190",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"195",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"130",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"130",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"190",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"30",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"130",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"130",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"130",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"195",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"60",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"60",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"190",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"10",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"60",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"190",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"10",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"190",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"195",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"60",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"130",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"190",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"195",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"190",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"130",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"130",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"60",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"30",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"60",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"130",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"130",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"130",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"190",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"130",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"130",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"10",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"130",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"195",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"60",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"195",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"190",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"60",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"10",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"195",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"30",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"130",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"10",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"60",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"130",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"10",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"130",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"10",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"130",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"30",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"30",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"10",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"195",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"40",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"60",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"60",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"195",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"60",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"40",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"60",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"130",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"130",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"190",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"61",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"60",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"10",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"130",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"130",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"190",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"190",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"190",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"190",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"190",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"190",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"190",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"100",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"190",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"60",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"40",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"190",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"190",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"190",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"190",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"30",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"190",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"190",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"190",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"190",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"120",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"190",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"60",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"190",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"190",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"195",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"60",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"100",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"120",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"60",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"190",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"190",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"190",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"60",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"60",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"60",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"60",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"190",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"120",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"195",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"150",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
"195",13.817,1.314,8.193,69.317,5.437,0.671,station_trouille1000,C:/Users/lalie/Desktop/layer site mémoire/buffer1000avecalgo/algo20.05.1000/station_trouille.shp
